time,Episodes,Invalid moves
1653025049.9917483,0,0.0
1653025056.692519,1,10.333333015441895
1653025065.5549319,2,11.0
1653025072.2507632,3,11.333333015441895
1653025082.375652,4,12.0
1653025089.937637,5,11.0
1653025103.10086,6,8.666666984558105
1653025110.255147,7,9.333333015441895
1653025120.6157062,8,15.0
1653025128.2141893,9,10.666666984558105
1653025139.4692125,10,10.666666984558105
1653025148.0888677,11,15.666666984558105
1653025158.627736,12,13.666666984558105
1653025165.3417737,13,11.666666984558105
1653025174.505271,14,9.0
1653025180.790573,15,12.333333015441895
1653025189.959136,16,15.666666984558105
1653025196.1596215,17,10.666666984558105
1653025205.33975,18,13.333333015441895
1653025211.570186,19,15.0
1653025218.0244222,20,11.666666984558105
1653025226.918272,21,8.333333015441895
1653025233.8704517,22,12.333333015441895
1653025243.1533477,23,13.0
1653025250.3022747,24,13.0
1653025259.3588362,25,11.666666984558105
1653025266.1526875,26,7.333333492279053
1653025275.8985848,27,4.666666507720947
1653025282.0313306,28,9.333333015441895
1653025291.1499722,29,10.0
1653025297.5602841,30,17.66666603088379
1653025307.2803347,31,13.333333015441895
1653025313.6600013,32,7.0
1653025324.159789,33,6.0
1653025330.865206,34,14.333333015441895
1653025339.9490519,35,9.0
1653025346.059736,36,7.333333492279053
1653025355.804421,37,8.0
1653025362.3739502,38,3.6666667461395264
1653025372.302529,39,13.0
1653025378.5155644,40,12.666666984558105
1653025385.5355697,41,12.0
1653025395.1046286,42,10.666666984558105
1653025401.968662,43,6.333333492279053
1653025411.0156672,44,8.666666984558105
1653025417.3190062,45,10.333333015441895
1653025427.1249988,46,7.333333492279053
1653025433.633215,47,3.3333332538604736
1653025443.4493558,48,9.333333015441895
1653025449.763034,49,8.666666984558105
1653025459.643649,50,8.333333015441895
1653025466.8533888,51,11.0
1653025476.127317,52,7.333333492279053
1653025482.305436,53,6.666666507720947
1653025491.528838,54,5.666666507720947
1653025498.3987987,55,7.0
1653025508.8157825,56,9.666666984558105
1653025516.0886948,57,7.0
1653025526.1174593,58,10.0
1653025532.3881414,59,9.0
1653025539.5491643,60,5.333333492279053
1653025549.9973068,61,8.666666984558105
1653025559.027432,62,11.666666984558105
1653025573.4167538,63,6.666666507720947
1653025580.0759144,64,11.0
1653025590.5266902,65,6.666666507720947
1653025597.6628146,66,8.0
1653025608.9735022,67,12.666666984558105
1653025616.1477392,68,10.666666984558105
1653025626.309721,69,7.0
1653025633.315581,70,10.0
1653025643.1227016,71,8.0
1653025649.7080643,72,10.666666984558105
1653025662.832753,73,18.0
1653025670.235365,74,8.0
1653025680.5621624,75,13.666666984558105
1653025687.537895,76,9.666666984558105
1653025698.3546636,77,19.0
1653025706.2693217,78,16.33333396911621
1653025718.045412,79,16.0
1653025725.1261175,80,17.0
1653025732.0802217,81,8.0
1653025742.449248,82,8.0
1653025748.969388,83,8.0
1653025758.8051379,84,10.0
1653025765.2428253,85,7.666666507720947
1653025775.9676256,86,13.666666984558105
1653025784.1732264,87,10.666666984558105
1653025796.3725114,88,19.0
1653025803.1887832,89,18.66666603088379
1653025813.779506,90,12.333333015441895
1653025820.5188944,91,13.666666984558105
1653025831.5282629,92,13.666666984558105
1653025838.6876886,93,7.666666507720947
1653025848.5998917,94,8.333333015441895
1653025855.6944976,95,10.333333015441895
1653025865.36774,96,9.0
1653025871.8973372,97,18.66666603088379
1653025881.2049818,98,8.666666984558105
1653025887.907491,99,15.666666984558105
1653025894.2030818,100,9.333333015441895
1653025903.9372716,101,7.333333492279053
1653025910.9372022,102,8.0
1653025920.8343017,103,7.0
1653025927.184267,104,6.0
1653025936.7501614,105,3.0
1653025943.4360108,106,9.333333015441895
1653025953.0181735,107,13.666666984558105
1653025961.3060918,108,7.333333492279053
1653025972.2275753,109,8.333333015441895
1653025979.5042043,110,15.0
1653025989.6707017,111,5.666666507720947
1653025996.390544,112,7.0
1653026005.911142,113,9.0
1653026012.4509509,114,11.333333015441895
1653026022.4372544,115,5.333333492279053
1653026029.43515,116,9.333333015441895
1653026040.8208623,117,5.666666507720947
1653026047.7025545,118,13.666666984558105
1653026057.378747,119,10.666666984558105
1653026063.7975767,120,11.666666984558105
1653026070.9938588,121,9.0
1653026081.3228843,122,8.0
1653026088.1301484,123,11.0
1653026101.112701,124,12.0
1653026108.8592556,125,10.333333015441895
1653026120.4777756,126,7.666666507720947
1653026128.7546759,127,9.333333015441895
1653026140.000205,128,9.666666984558105
1653026147.851785,129,12.0
1653026159.4992638,130,10.666666984558105
1653026166.711914,131,9.333333015441895
1653026178.6562152,132,10.666666984558105
1653026185.5598328,133,6.666666507720947
1653026195.4629905,134,13.666666984558105
1653026203.0083172,135,12.666666984558105
1653026213.1169782,136,8.0
1653026220.4490352,137,4.666666507720947
1653026231.1570845,138,23.33333396911621
1653026238.526967,139,24.33333396911621
1653026245.908337,140,22.66666603088379
1653026256.4787972,141,9.0
1653026263.154058,142,4.666666507720947
1653026273.032685,143,6.333333492279053
1653026279.7161803,144,6.666666507720947
1653026289.5157173,145,4.0
1653026296.1237724,146,13.333333015441895
1653026306.9733083,147,12.666666984558105
1653026314.3526623,148,8.0
1653026325.4592023,149,9.333333015441895
1653026332.7024503,150,8.333333015441895
1653026344.040684,151,14.0
1653026352.819418,152,11.666666984558105
1653026364.197035,153,7.0
1653026372.0503066,154,11.333333015441895
1653026383.5406213,155,6.333333492279053
1653026391.5845377,156,10.333333015441895
1653026402.9248796,157,16.0
1653026410.2465842,158,18.33333396911621
1653026432.9351022,159,3.3333332538604736
1653026441.6707103,160,0.6666666865348816
1653026450.631097,161,7.666666507720947
1653026464.1855175,162,16.33333396911621
1653026470.7260742,163,14.333333015441895
1653026481.3976734,164,27.33333396911621
1653026488.0986426,165,19.33333396911621
1653026499.4650996,166,28.33333396911621
1653026506.280718,167,27.66666603088379
1653026516.5154357,168,17.66666603088379
1653026524.1730332,169,29.0
1653026535.957765,170,29.0
1653026542.9113734,171,29.0
1653026553.4523668,172,29.0
1653026560.3982375,173,29.0
1653026570.7608786,174,29.0
1653026578.6161187,175,29.0
1653026588.5383027,176,29.0
1653026595.543401,177,29.0
1653026605.2988584,178,29.0
1653026612.2878752,179,29.0
1653026618.9430797,180,29.0
1653026629.006088,181,29.0
1653026636.0326912,182,29.0
1653026646.762467,183,29.0
1653026653.5487862,184,29.0
1653026664.1566138,185,29.0
1653026671.6551762,186,29.0
1653026681.6905603,187,28.66666603088379
1653026688.7137423,188,13.0
1653026698.6409695,189,17.66666603088379
1653026705.6386693,190,17.66666603088379
1653026715.7193706,191,12.666666984558105
1653026722.4565427,192,10.666666984558105
1653026732.6576092,193,8.0
1653026739.4996598,194,10.333333015441895
1653026749.8332596,195,12.0
1653026756.596939,196,12.333333015441895
1653026767.642846,197,8.333333015441895
1653026774.8991537,198,11.666666984558105
1653026785.3701031,199,10.333333015441895
1653026792.2254105,200,15.333333015441895
1653026798.9997602,201,12.666666984558105
1653026809.0256424,202,14.666666984558105
1653026815.8314078,203,4.666666507720947
1653026827.1101053,204,18.66666603088379
1653026834.056107,205,9.333333015441895
1653026845.0946708,206,15.333333015441895
1653026852.7767007,207,3.3333332538604736
1653026862.9056878,208,13.666666984558105
1653026869.8422685,209,6.666666507720947
1653026880.0011885,210,7.333333492279053
1653026887.5127137,211,4.333333492279053
1653026897.9999056,212,11.0
1653026904.696817,213,5.333333492279053
1653026915.0871403,214,13.666666984558105
1653026921.759296,215,10.333333015441895
1653026931.9978244,216,7.333333492279053
1653026938.7655115,217,4.0
1653026948.8626897,218,6.0
1653026955.7687514,219,3.0
1653026962.9840207,220,3.3333332538604736
1653026973.548175,221,6.0
1653026980.190739,222,5.666666507720947
1653026990.9471576,223,13.0
1653026997.811458,224,4.0
1653027007.7243981,225,2.0
1653027014.5167754,226,6.333333492279053
1653027024.5797746,227,11.333333015441895
1653027031.924234,228,15.333333015441895
1653027041.9966772,229,10.333333015441895
1653027048.5635304,230,9.0
1653027058.3868089,231,8.333333015441895
1653027065.7346084,232,8.0
1653027075.751008,233,5.0
1653027083.030243,234,7.0
1653027093.741369,235,12.0
1653027100.415122,236,15.333333015441895
1653027110.9372294,237,22.66666603088379
1653027118.3281167,238,12.333333015441895
1653027128.672123,239,16.0
1653027135.4378004,240,20.66666603088379
1653027142.1474147,241,5.333333492279053
1653027152.358862,242,8.333333015441895
1653027159.700604,243,10.666666984558105
1653027169.7222464,244,11.0
1653027177.1368265,245,4.333333492279053
1653027186.9991665,246,8.0
1653027193.8427727,247,5.0
1653027204.3446908,248,10.333333015441895
1653027211.1251533,249,13.333333015441895
1653027221.4708848,250,18.0
1653027228.277127,251,24.33333396911621
1653027238.982447,252,23.66666603088379
1653027246.1447031,253,20.33333396911621
1653027256.1239464,254,17.0
1653027263.5895839,255,11.666666984558105
1653027273.4528923,256,11.333333015441895
1653027280.154239,257,7.333333492279053
1653027290.2739394,258,11.0
1653027297.12681,259,3.6666667461395264
1653027304.1750603,260,13.666666984558105
1653027314.2142382,261,12.0
1653027321.1895401,262,8.666666984558105
1653027330.9391942,263,12.333333015441895
1653027337.916459,264,9.333333015441895
1653027347.94393,265,12.0
1653027355.150597,266,6.0
1653027365.7147858,267,4.0
1653027372.6392305,268,18.33333396911621
1653027383.1778836,269,15.0
1653027390.181389,270,9.0
1653027401.3915017,271,12.333333015441895
1653027409.0496454,272,8.666666984558105
1653027419.506759,273,10.666666984558105
1653027427.015322,274,5.333333492279053
1653027437.29126,275,5.666666507720947
1653027444.77224,276,11.333333015441895
1653027454.6354957,277,9.666666984558105
1653027461.407019,278,3.3333332538604736
1653027471.3129702,279,8.666666984558105
1653027478.2847464,280,18.33333396911621
1653027485.456126,281,12.666666984558105
1653027495.5518305,282,9.333333015441895
1653027503.5206592,283,16.0
1653027513.4563015,284,8.0
1653027520.1933372,285,10.333333015441895
1653027529.9478974,286,7.0
1653027536.9286225,287,6.333333492279053
1653027547.1421201,288,8.333333015441895
1653027554.1860743,289,7.333333492279053
1653027564.8323693,290,8.0
1653027572.4292977,291,7.333333492279053
1653027583.3263435,292,9.666666984558105
1653027590.01187,293,5.333333492279053
1653027600.203032,294,6.333333492279053
1653027607.108875,295,10.666666984558105
1653027617.9966695,296,10.0
1653027625.3448358,297,10.0
1653027635.265235,298,6.666666507720947
1653027641.9378462,299,5.0
1653027648.9998674,300,12.666666984558105
1653027659.5641377,301,10.0
1653027667.1675694,302,8.0
1653027677.3101044,303,4.333333492279053
1653027684.4850967,304,3.6666667461395264
1653027694.8905838,305,14.0
1653027701.7647386,306,24.33333396911621
1653027711.7462518,307,19.33333396911621
1653027719.1908681,308,19.0
1653027729.1438422,309,16.33333396911621
1653027736.189709,310,20.0
1653027746.0396662,311,18.0
1653027753.132419,312,14.0
1653027763.059332,313,7.666666507720947
1653027769.9704704,314,15.333333015441895
1653027780.25819,315,6.0
1653027787.3591397,316,2.6666667461395264
1653027797.6006205,317,5.333333492279053
1653027804.3878312,318,18.66666603088379
1653027814.4674742,319,5.666666507720947
1653027821.0924377,320,17.33333396911621
1653027828.394606,321,14.333333015441895
1653027838.4860022,322,9.0
1653027846.7396355,323,4.666666507720947
1653027857.2855983,324,6.0
1653027863.9857054,325,2.6666667461395264
1653027874.0786405,326,8.0
1653027880.840283,327,7.0
1653027891.5054212,328,5.0
1653027898.5747268,329,5.666666507720947
1653027909.1732078,330,4.333333492279053
1653027916.9342263,331,26.0
1653027926.9494236,332,28.33333396911621
1653027934.5237567,333,29.0
1653027945.1305416,334,29.0
1653027952.9573438,335,29.0
1653027964.7873678,336,29.0
1653027971.9764361,337,29.0
1653027983.2848573,338,29.0
1653027990.9735708,339,29.0
1653027998.1524842,340,29.0
1653028008.6479607,341,29.0
1653028015.8070092,342,29.0
1653028027.613364,343,29.0
1653028035.4424365,344,29.0
1653028046.0947263,345,29.0
1653028053.24316,346,29.0
1653028064.606939,347,29.0
1653028071.6426964,348,29.0
1653028083.242687,349,29.0
1653028090.5114298,350,29.0
1653028101.0913742,351,29.0
1653028108.3754578,352,29.0
1653028118.802113,353,29.0
1653028126.2293828,354,29.0
1653028137.163769,355,29.0
1653028144.423705,356,29.0
1653028155.0494766,357,29.0
1653028162.3915462,358,29.0
1653028172.9310923,359,29.0
1653028180.1552477,360,29.0
1653028187.2539172,361,29.0
1653028198.1216795,362,29.0
1653028205.4970186,363,29.0
1653028216.9452503,364,29.0
1653028224.4099464,365,29.0
1653028235.803905,366,29.0
1653028243.6163387,367,29.0
1653028254.259498,368,29.0
1653028262.4361534,369,29.0
1653028273.1046052,370,29.0
1653028280.514053,371,29.0
1653028291.2001932,372,29.0
1653028298.5159526,373,29.0
1653028309.3322701,374,29.0
1653028316.7410235,375,29.0
1653028327.980483,376,29.0
1653028335.8260295,377,29.0
1653028346.5542166,378,29.0
1653028353.7076092,379,29.0
1653028361.1180022,380,29.0
1653028371.910908,381,29.0
1653028379.5381758,382,29.0
1653028390.4255402,383,29.0
1653028398.3177176,384,29.0
1653028410.1385913,385,29.0
1653028417.468271,386,29.0
1653028429.071227,387,29.0
1653028436.9609454,388,29.0
1653028448.485391,389,29.0
1653028456.2212093,390,29.0
1653028467.4875066,391,29.0
1653028474.862901,392,29.0
1653028485.7321851,393,29.0
1653028493.1743839,394,29.0
1653028504.434273,395,29.0
1653028511.8625557,396,29.0
1653028523.0243316,397,29.0
1653028530.4038491,398,29.0
1653028541.3013191,399,29.0
1653028548.753741,400,29.0
1653028556.2334387,401,29.0
1653028568.2882166,402,29.0
1653028576.6339428,403,29.0
1653028588.643941,404,29.0
1653028596.4266524,405,29.0
1653028607.6683636,406,29.0
1653028615.2057607,407,29.0
1653028626.5248458,408,29.0
1653028634.3991675,409,29.0
1653028645.678272,410,29.0
1653028653.4212413,411,29.0
1653028664.7282348,412,29.0
1653028672.4092207,413,29.0
1653028684.4050398,414,29.0
1653028692.83696,415,29.0
1653028704.287662,416,29.0
1653028712.6949766,417,29.0
1653028723.8712938,418,29.0
1653028731.473244,419,29.0
1653028739.1152236,420,29.0
1653028750.5862174,421,29.0
1653028758.3059292,422,29.0
1653028769.9409702,423,29.0
1653028777.586164,424,29.0
1653028788.9828796,425,29.0
1653028796.640384,426,29.0
1653028808.282715,427,29.0
1653028816.046535,428,29.0
1653028827.8487012,429,29.0
1653028835.6537328,430,29.0
1653028847.4808276,431,29.0
1653028855.0698469,432,29.0
1653028867.6966467,433,29.0
1653028876.1049247,434,29.0
1653028888.0011108,435,29.0
1653028895.5416236,436,29.0
1653028906.9332623,437,29.0
1653028914.7039385,438,29.0
1653028926.4553115,439,29.0
1653028934.3909113,440,29.0
1653028942.1145947,441,29.0
1653028954.1026275,442,29.0
1653028962.1312835,443,29.0
1653028973.5936446,444,29.0
1653028981.5981855,445,29.0
1653028993.3293793,446,29.0
1653029001.0453398,447,29.0
1653029012.6945343,448,29.0
1653029020.4947152,449,29.0
1653029032.061622,450,29.0
1653029040.1193888,451,29.0
1653029051.7409873,452,29.0
1653029059.7127628,453,29.0
1653029071.9849334,454,29.0
1653029079.9749653,455,29.0
1653029092.1520224,456,29.0
1653029100.6002078,457,29.0
1653029112.6332147,458,29.0
1653029121.2795424,459,29.0
1653029129.5975342,460,29.0
1653029141.597872,461,29.0
1653029150.0113008,462,29.0
1653029162.6334162,463,29.0
1653029171.5301907,464,29.0
1653029184.6747653,465,29.0
1653029193.219306,466,29.0
1653029206.3643723,467,29.0
1653029215.3405657,468,29.0
1653029228.1319766,469,29.0
1653029236.9974785,470,29.0
1653029249.630088,471,29.0
1653029258.5818686,472,29.0
1653029272.144277,473,29.0
1653029280.8595645,474,29.0
1653029293.5872176,475,29.0
1653029302.6303053,476,29.0
1653029316.0567799,477,29.0
1653029324.5300357,478,29.0
1653029337.4947386,479,29.0
1653029347.125066,480,29.0
1653029355.641467,481,29.0
1653029368.353273,482,29.0
1653029376.7430625,483,29.0
1653029390.0241957,484,29.0
1653029398.4497328,485,29.0
1653029411.616607,486,29.0
1653029420.5698981,487,29.0
1653029434.059146,488,29.0
1653029442.7581105,489,29.0
1653029455.5414095,490,29.0
1653029464.8572967,491,29.0
1653029477.5617278,492,29.0
1653029486.2789829,493,29.0
1653029499.1198614,494,29.0
1653029507.8741806,495,29.0
1653029520.6978796,496,29.0
1653029529.566571,497,29.0
1653029542.4754598,498,29.0
1653029551.6792989,499,29.0
1653029560.883308,500,29.0
1653029573.8196487,501,29.0
1653029582.65806,502,29.0
1653029596.2271037,503,29.0
1653029605.50884,504,29.0
1653029618.7937136,505,29.0
1653029627.543108,506,29.0
1653029640.7767632,507,29.0
1653029650.1288137,508,29.0
1653029664.116811,509,29.0
1653029673.5151558,510,29.0
1653029687.38666,511,29.0
1653029696.5856586,512,29.0
1653029710.87838,513,29.0
1653029720.907725,514,29.0
1653029735.1636004,515,29.0
1653029744.786551,516,29.0
1653029759.1394038,517,29.0
1653029770.024169,518,29.0
1653029785.486534,519,29.0
1653029796.1065843,520,29.0
1653029806.3377216,521,29.0
1653029821.9788404,522,29.0
1653029832.7333694,523,29.0
1653029848.903496,524,29.0
1653029859.546853,525,29.0
1653029875.079474,526,29.0
1653029886.0000682,527,29.0
1653029902.0840316,528,29.0
1653029913.4690433,529,29.0
1653029929.2258592,530,29.0
1653029940.1735294,531,29.0
1653029956.2757494,532,29.0
1653029967.3110566,533,29.0
1653029983.4821904,534,29.0
1653029993.84366,535,29.0
1653030009.2796965,536,29.0
1653030019.985552,537,29.0
1653030036.219182,538,29.0
1653030046.5290444,539,29.0
1653030057.485973,540,29.0
1653030073.3417022,541,29.0
1653030084.3404717,542,29.0
1653030100.2069275,543,29.0
1653030111.1446254,544,29.0
1653030127.1808314,545,29.0
1653030137.8391924,546,29.0
1653030153.5958838,547,29.0
1653030164.7486258,548,29.0
1653030180.6474748,549,29.0
1653030190.9788787,550,29.0
1653030206.7162845,551,29.0
1653030217.570497,552,29.0
1653030232.7683382,553,29.0
1653030243.2654843,554,29.0
1653030259.130656,555,29.0
1653030269.9353852,556,29.0
1653030285.93263,557,29.0
1653030296.2952352,558,29.0
1653030311.679392,559,29.0
1653030322.132847,560,29.0
1653030332.368595,561,29.0
1653030348.657387,562,29.0
1653030359.4353018,563,29.0
1653030376.090072,564,29.0
1653030386.419684,565,29.0
1653030401.8638856,566,29.0
1653030412.3607564,567,29.0
1653030428.3286264,568,29.0
1653030439.5743449,569,29.0
1653030454.977386,570,29.0
1653030465.57665,571,29.0
1653030481.4355743,572,29.0
1653030492.0941634,573,29.0
1653030507.5307653,574,29.0
1653030518.8708773,575,29.0
1653030534.047303,576,29.0
1653030544.4616117,577,29.0
1653030560.4090202,578,29.0
1653030571.529204,579,29.0
1653030582.0914621,580,29.0
1653030598.1818004,581,29.0
1653030608.9124923,582,29.0
1653030624.8658807,583,29.0
1653030635.146296,584,29.0
1653030650.556455,585,29.0
1653030661.120239,586,29.0
1653030676.2957323,587,29.0
1653030686.8472583,588,29.0
1653030702.5680728,589,29.0
1653030713.5541809,590,29.0
1653030729.5844882,591,29.0
1653030740.1892567,592,29.0
1653030755.5730612,593,29.0
1653030766.5892673,594,29.0
1653030782.659392,595,29.0
1653030793.0730362,596,29.0
1653030810.3227735,597,29.0
1653030820.7528272,598,29.0
1653030836.2426436,599,29.0
1653030846.626095,600,29.0
1653030857.6005056,601,29.0
1653030873.64497,602,29.0
1653030884.08516,603,29.0
1653030900.4562109,604,29.0
1653030911.3249683,605,29.0
1653030926.9859223,606,29.0
1653030937.8835778,607,29.0
1653030953.2401433,608,29.0
1653030964.2442808,609,29.0
1653030981.1526008,610,29.0
1653030991.74261,611,29.0
1653031008.9891067,612,29.0
1653031020.3722746,613,29.0
1653031038.4201703,614,29.0
1653031052.3630304,615,29.0
1653031068.5199509,616,29.0
1653031079.7342381,617,29.0
1653031096.0993607,618,29.0
1653031107.3951242,619,29.0
1653031118.3625476,620,29.0
1653031134.4870772,621,29.0
1653031144.943143,622,29.0
1653031161.276586,623,29.0
1653031171.7440658,624,29.0
1653031187.0720115,625,29.0
1653031198.0185745,626,29.0
1653031213.607479,627,29.0
1653031224.7269793,628,29.0
1653031240.3784192,629,29.0
1653031251.309244,630,29.0
1653031267.1974003,631,29.0
1653031277.5444353,632,29.0
1653031292.9120307,633,29.0
1653031303.379217,634,29.0
1653031318.9989107,635,29.0
1653031329.7943225,636,29.0
1653031345.7771075,637,29.0
1653031356.179602,638,29.0
1653031372.446976,639,29.0
1653031383.327639,640,29.0
1653031393.6747348,641,29.0
1653031409.643512,642,29.0
1653031420.6315725,643,29.0
1653031436.2553422,644,29.0
1653031446.5178888,645,29.0
1653031462.3815808,646,29.0
1653031472.8433566,647,29.0
1653031488.3155236,648,29.0
1653031498.719538,649,29.0
1653031514.2775571,650,29.0
1653031525.198373,651,29.0
1653031540.9809372,652,29.0
1653031551.8002896,653,29.0
1653031567.6313615,654,29.0
1653031578.01581,655,29.0
1653031594.5313303,656,29.0
1653031605.1006212,657,29.0
1653031621.4596095,658,29.0
1653031632.2753935,659,29.0
1653031643.1906748,660,29.0
1653031659.2817369,661,29.0
1653031670.53441,662,29.0
1653031686.5633101,663,29.0
1653031697.3072999,664,29.0
1653031713.0484362,665,29.0
1653031723.3693688,666,29.0
1653031738.83017,667,29.0
1653031749.4460976,668,29.0
1653031764.7314768,669,29.0
1653031775.6214056,670,29.0
1653031791.776553,671,29.0
1653031802.5135007,672,29.0
1653031818.5806632,673,29.0
1653031829.1844797,674,29.0
1653031845.4806814,675,29.0
1653031856.6591687,676,29.0
1653031872.4038708,677,29.0
1653031883.3401065,678,29.0
1653031898.9223466,679,29.0
1653031909.609934,680,29.0
1653031919.9736931,681,29.0
1653031936.6497037,682,29.0
1653031947.2555957,683,29.0
1653031963.696127,684,29.0
1653031974.4246852,685,29.0
1653031989.8216405,686,29.0
1653032000.663917,687,29.0
1653032016.1360846,688,29.0
1653032026.6227076,689,29.0
1653032042.0005734,690,29.0
1653032052.511419,691,29.0
1653032069.4164138,692,29.0
1653032079.7175257,693,29.0
1653032095.321934,694,29.0
1653032105.738749,695,29.0
1653032121.0865662,696,29.0
1653032131.6582286,697,29.0
1653032147.5383377,698,29.0
1653032158.7288833,699,29.0
1653032169.460547,700,29.0
1653032185.860936,701,29.0
1653032197.0792232,702,29.0
1653032212.590742,703,29.0
1653032223.0708811,704,29.0
1653032238.8621752,705,29.0
1653032250.3306346,706,29.0
1653032266.4154682,707,29.0
1653032277.349371,708,29.0
1653032292.7063212,709,29.0
1653032303.0946984,710,29.0
1653032319.4262366,711,29.0
1653032330.3559527,712,29.0
1653032346.581602,713,29.0
1653032357.4839375,714,29.0
1653032373.5676079,715,29.0
1653032384.4665432,716,29.0
1653032399.9322789,717,29.0
1653032410.7438972,718,29.0
1653032426.1367633,719,29.0
1653032436.5475235,720,29.0
1653032447.5687568,721,29.0
1653032463.5250828,722,29.0
1653032474.5414248,723,29.0
1653032490.9052465,724,29.0
1653032501.8736398,725,29.0
1653032517.800409,726,29.0
1653032528.7154665,727,29.0
1653032544.6718297,728,29.0
1653032555.1457655,729,29.0
1653032570.5765963,730,29.0
1653032581.5562475,731,29.0
1653032597.5140178,732,29.0
1653032607.851629,733,29.0
1653032623.6798873,734,29.0
1653032634.830421,735,29.0
1653032650.355039,736,29.0
1653032661.2766416,737,29.0
1653032677.2628098,738,29.0
1653032687.619594,739,29.0
1653032698.2866905,740,29.0
1653032714.5756247,741,29.0
1653032725.1713083,742,29.0
1653032740.6700883,743,29.0
1653032751.6090763,744,29.0
1653032768.2118843,745,29.0
1653032778.6290743,746,29.0
1653032794.451153,747,29.0
1653032805.323222,748,29.0
1653032821.3839126,749,29.0
1653032831.7340431,750,29.0
1653032847.6654148,751,29.0
1653032858.1321826,752,29.0
1653032874.1198323,753,29.0
1653032884.8228562,754,29.0
1653032900.557995,755,29.0
1653032911.5200775,756,29.0
1653032927.5974824,757,29.0
1653032938.4159162,758,29.0
1653032953.8984935,759,29.0
1653032964.2173812,760,29.0
1653032974.7840757,761,29.0
1653032990.5060513,762,29.0
1653033001.6944528,763,29.0
1653033017.1575294,764,29.0
1653033027.7232797,765,29.0
1653033043.3160472,766,29.0
1653033053.8517473,767,29.0
1653033069.6464171,768,29.0
1653033080.2634096,769,29.0
1653033095.7386444,770,29.0
1653033106.2687173,771,29.0
1653033121.68843,772,29.0
1653033132.086545,773,29.0
1653033147.4981737,774,29.0
1653033158.034435,775,29.0
1653033173.521832,776,29.0
1653033184.1026762,777,29.0
1653033199.4762566,778,29.0
1653033209.9357593,779,29.0
1653033220.4660869,780,29.0
1653033236.6815627,781,29.0
1653033248.0593312,782,29.0
1653033264.1721478,783,29.0
1653033274.6193132,784,29.0
1653033290.6891317,785,29.0
1653033301.314702,786,29.0
1653033316.8714368,787,29.0
1653033328.1176536,788,29.0
1653033345.5852556,789,29.0
1653033357.285834,790,29.0
1653033375.0760217,791,29.0
1653033386.4343188,792,29.0
1653033403.6683536,793,29.0
1653033415.8939703,794,29.0
1653033432.9099898,795,29.0
1653033443.9695308,796,29.0
1653033460.612052,797,29.0
1653033472.1648178,798,29.0
1653033489.7435153,799,29.0
1653033501.106969,800,29.0
1653033512.2394016,801,29.0
1653033529.4988594,802,29.0
1653033540.8229423,803,29.0
1653033556.7911355,804,29.0
1653033569.2336414,805,29.0
1653033587.3237596,806,29.0
1653033598.597859,807,29.0
1653033615.2998974,808,29.0
1653033626.2991786,809,29.0
1653033642.8084047,810,29.0
1653033654.1580663,811,29.0
1653033671.377007,812,29.0
1653033681.9780095,813,29.0
